,author,title,desc,format
2328,Carol Goodman|Juliet Dark,The Demon Lover,"
I gasped, or tried to. My mouth opened, but I couldn’t draw breath. His lips, pearly wet, parted and he blew into my mouth. My lungs expanded beneath his weight. When I exhaled he sucked my breath in and his weight turned from cold marble into warm living flesh.
   Since accepting a teaching position at remote Fairwick College in upstate New York, Callie McFay has experienced the same disturbingly sensual dream every night: A mist enters her bedroom, then takes the shape of a virile, seductive stranger who proceeds to ravish her in the most toe-curling, wholly satisfying ways possible. Perhaps these dreams are the result of her having written the bestselling book The Sex Lives of Demon Lovers. Callie’s lifelong passion is the intersection of lurid fairy tales and Gothic literature—which is why she’s found herself at Fairwick’s renowned folklore department, living in a once-stately Victorian house that, at first sight, seemed to call her name.   But Callie soon realizes that her dreams are alarmingly real. She has a demon lover—an incubus—and he will seduce her, pleasure her, and eventually suck the very life from her. Then Callie makes another startling discovery: Her incubus is not the only mythical creature in Fairwick. As the tenured witches of the college and the resident fairies in the surrounding woods prepare to cast out the demon, Callie must accomplish something infinitely more difficult—banishing this supernatural lover from her heart.“Vivid and enchanting . . . Dark’s letter-perfect gothic style is a satisfying tribute to previous gothic novels, and the paranormal elements, including incubi, fae, vampires, and witches, make this a stellar romance.”—
Booklist
 (Top 10 SF/Fantasy)   “[Juliet] Dark develops a complex, detailed world where magic, reason, and gothic literature enjoyably intersect.”—
Publishers Weekly
 From the Trade Paperback edition.",0
2329,Michelle Rowen,The Demon in Me,"Hell hath no fury like a woman possessed...After her hunky police detective partner guns down a serial killer in front of her, ""psychic consultant"" Eden Riley realizes that she's no longer alone. A voice in her head introduces himself as Darrak. He's a demon. But not in a bad way. He was cursed 300 years ago and he wants to find a way to break free. Eden's psychic energy helps him take form during daylight, and she's going to have to learn to live with this sexy demon...like it or not",0
2330,J.A. Templeton,The Departed,"Psychic? Check.Haunted by a malevolent spirit who is making life a living hell? Check. In love with a smoking hot Scot, who is the reincarnation of the man creepy malevolent ghost murdered two centuries before? Check.Friends and family think you’re losing your mind? Check.Welcome to the life of sixteen-year-old Riley Williams, whose life hasn’t been the same since she moved to Scotland and met the spirit of Ian MacKinnon, and Laria, the witch who murdered him. Since helping Ian cross over to the other side, Riley became Laria’s target, and now the witch has made it clear she wants her dead. Laria has already possessed Riley’s brother and friends, and Riley is starting to feel a little strange herself. She just hopes that she can stop Laria before the ghost takes everything from her. With her boyfriend Kade, her brother, and her buddies by her side, Riley is in for the fight of her life. NOTE: THE DEPARTED is a mature YA paranormal romance. Due to strong language, mention of alcohol, drug use, cutting, and sexual content, it is not recommended for younger readers.The MacKinnon Curse series:The Deepest Cut, book oneThe Haunted, book twoThe Departed, book threeThe MacKinnon Curse novella (The Beginning)",0
2331,Jenna Black,The Devil Inside,"Possession. Murder. Mayhem.Let the games begin...Exorcism isn’t a job, it’s a calling—and a curse. Just ask Morgan Kingsley, a woman who has a stronger aura than any Demon. Or so she thought. Now, in a pair of black leather pants and a kick-ass tattoo, Morgan is heading back to Philadelphia after a nasty little exorcism—and her life is about to be turned upside down… by the Demon that’s gotten inside her.Not just any Demon. Six foot five inches of dark, delicious temptation, this one is to die for—that is, if he doesn’t get Morgan killed first. Because while some humans vilify Demons and others idolize them, Morgan’s Demon is leading a war of succession no human has ever imagined. For a woman trying to live a life, and hold on to the almost-perfect man, being possessed by a gorgeous rebel Demon will mean a wild ride of uninhibited thrills, shocking surprises, and pure, unadulterated terror.…",0
2332,Jenna Black,The Devil You Know,"The beautiful. The bad. The possessed.Some people worship them. Some people fear them. And some people—like Morgan Kingsley—go up against them toe-to-toe, flesh to flesh, and power against power. An exorcist by trade, Morgan is one of the few humans with an aura stronger than her possessor, even though her demon can tease her body senseless. She’s also a woman who has just discovered a shocking truth: everything she once believed about her past, her identity, may have been a lie.With a family secret exploding around her and a full-scale demon war igniting, Morgan is a key player in an unsettled world. Then a rogue sociopathic demon enters her life with a bang. His name is The Hunter. And since she is the prey, Morgan has only one choice: to hunt The Hunter down—no matter what heartbreaking truths she uncovers along the way….",0
2333,Cynthia Eden,The Devil in Disguise,"Don’t make the devil angry… Luke Thorne loves having one hell of a good time. As the ruler of every dark creature to walk the earth, he certainly has more than a bit of a bad side. He lives for danger and isn’t the type to lose his heart—mostly because he doesn’t have one. Then she walks into his life. Mina James is seduction in the flesh, a perfect temptation that the devil himself couldn’t pass up. Too late, Luke realizes he’s let a real siren into his life, a woman who is bent on using his dark powers to free herself from hidden enemies. Since Luke isn’t the type of man to be used, he should walk away from her, but…something about Mina draws him close. Soon he’s realizing that she isn’t who she appears to be. Not dark and cold, but burning red hot. Mina is a woman fighting for her life—and the Lord of the Dark suddenly finds himself in an unlikely role…hero. Luke isn’t going to let her enemies destroy Mina. He will fight heaven and hell to keep her. But in the end, the secrets they both carry may just rip apart a love that should never have been… There are Bad Things in the world…very, very bad. Are you ready for them?",0
2334,Rachel McClellan,The Devil's Fool,"There’s nothing eighteen-year-old Eve can do about her corrupt, power-hungry witch parents who kill at the slightest insult, except vow never to use her own powers, adding to the family evil. But when her father introduces her to Boaz, a powerful vampire who manipulates her by giving her the one thing she’s never had—love, Eve finds herself caught up in a world of greed and seduction, using black magic to harm others purely for enjoyment. Unbeknownst to Eve, however, Boaz’s true desire is to steal her power for himself, and he will do whatever it takes to make that happen.After Boaz nearly kills her, Eve finally sees him for the devil he is. Knowing Boaz will never let her go, she enlists the help of the Deific, a secret organization that fights the world’s true monsters, to fake her own death. She learns to use her abilities for good and sets out to make up for all her wrongdoings. But when her past actions catch up to her, the consequences prove deadly. Boaz wants revenge, and he’s not alone.",0
2335,Jennifer Loren,The Devil's Son,"Chief of Police, Brady Simone is determined to go after the man that killed his parents but his new brother-in-law, Nicholas Jayzon, is doing everything he can to point him away from the man known as “The Barron”. The Barron, or rather, Dennis Savage, has inflicted his own kind of evil on people for longer than anyone can remember. Savage has no fear because no one can touch him, no one can get near him … except Nick. With darkened tenacity, Savage has watched Nick since he was a child and has never given up on his pursuit of him. He will do anything to have Nick join him and become a part of his organization. Savage will even allow Brady Simone to pursue him for a time, without killing him. For the sake of his sister’s happiness protecting Brady is important but keeping Savage away from his sister is Nick’s primary goal. If Savage learns of Lena, she will instantly be marked for death. Nick has no choice but to meet Savage in his own territory and ask for a favor, something he has avoided at all costs until now. Their meeting is ominous. It brings back memories and rekindles Savage’s desire to have Nick take the place where his father once stood. Will Nick be allowed to decline Savage’s offer again? Or will Nick find killers on his heels, ready to take his place in Savage’s favor? Or will Savage simply kill everyone that gets in his way and replace his desire for Nick with the only one that can replace him - Nicky? “Savage’s voice cuts through my pain and releases me, allowing me to finally see again. To see Nicky hiding under the table, crying for his mother while Eey stands guard in front of my son with a ferociousness that even I wouldn’t dare go near. But it is Kayla that begins to weaken by his hands, slowly closing her eyes and beginning to near death while I can do nothing but watch. I have no choice now …” Nicholas Jayzon",0
2336,Darynda Jones,The Dirt on Ninth Grave,"In a small village in New York lives Jane Doe, a girl with no memory of who she is or where she came from. So when she is working at a diner and slowly begins to realize she can see dead people, she's more than a little taken aback. Stranger still are the people entering her life. They seem to know things about her. Things they hide with lies and half-truths. Soon, she senses something far darker. A force that wants to cause her harm, she is sure of it. Her saving grace comes in the form of a new friend she feels she can confide in and the fry cook, a devastatingly handsome man whose smile is breathtaking and touch is scalding. He stays close, and she almost feels safe with him around.But no one can outrun their past, and the more lies that swirl around her—even from her new and trusted friends—the more disoriented she becomes, until she is confronted by a man who claims to have been sent to kill her. Sent by the darkest force in the universe. A force that absolutely will not stop until she is dead. Thankfully, she has a Rottweiler. But that doesn't help in her quest to find her identity and recover what she's lost. That will take all her courage and a touch of the power she feels flowing like electricity through her veins. She almost feels sorry for him. The devil in blue jeans. The disarming fry cook who lies with every breath he takes. She will get to the bottom of what he knows if it kills her. Or him. Either way.",0
2337,E.J. Mellow,The Divide,"Molly finally uncovers the truth about the strange dreams that plagued her sanity for weeks. Now destined to accept a clandestine role, Molly must find the strength and courage buried deep to push forward and succeed.With the help of Dev, the roguish blue-eyed man of her dreams—whose dark past resurfaces to haunt him—Molly prepares to test the limits of her newly awakened powers and set right a world on the edge of being consumed by nightmares.But when an unknown shadow stalks her every step and a shocking revelation about her ancestry comes to light, Molly may find herself forced to make a decision that could leave her alone in the dark and standing on the wrong side of a divide.From Award Winning Author, E.J. Mellow, comes the heart-thumping second installment in The Dreamland Series.",0
2338,Adrianne Brooks,The Dragon King and I,"Alexandria Greyson is cursed! How else can she explain why every man within sniffing distance comes running to her rescue? She’s not even trying the least to look pretty but she attracts men like a magnet. When a man is killed while trying to bring her an umbrella, she realizes that her condition isn't going away on its own and she’ll need to find a cure if she ever wants to live a normal life.So when her ""Fairy Godmother"" sends her on a quest to cure the curse that’s been plaguing her, Alex is doubtful but willing. Together with her beastly Prince Charming, she starts gathering all 6 ingredients that make up the cure. Everything was going smoothly...Until the last ingredient involves the heart of the one person she has learned to love: A dragon’s heart.",0
2339,Sherrilyn Kenyon,The Dream Hunter,"In the ethereal world of dreams, there are champions who fight to protect the dreamer and there are demons who prey on them... Arik is such a predator. Condemned by the gods to live eternity without emotions, Arik can only feel when he's in the dreams of others. For thousands of years, he's drifted through the human unconscious, searching for sensation. Now he's finally found a dreamer whose vivid mind can fill his emptiness.Dr. Megeara Kafieri watched her father ruin himself and his reputation as he searched to prove Atlantis was real. Her deathbed promise to him to salvage his reputation has now brought her to Greece where she intends to prove once and for all that the fabled island is right where her father said it was. But frustration and bad luck dog her every step. Especially the day they find a stranger floating in the sea. His is a face she's seen many times.... in her dreams. What she doesn't know is that Arik holds more than the ancient secrets that can help her find the mythical isle of Atlantis. He has made a pact with the god Hades: In exchange for two weeks as a mortal man, he must return to Olympus with a human soul. Megeara's soul. With a secret society out to ruin her expedition, and mysterious accidents that keep threatening her life, Megeara refuses to quit. She knows she's getting closer to Atlantis and as she does, she stumbles onto the truth of what Arik really is.For Arik his quest is no longer simple. No human can know of a Dream-Hunter's existence. His dream of being mortal has quickly turned into his own nightmare and the only way to save himself will be to sacrifice the very thing he wanted to be human for. The only question is, will he?",0
2340,E.J. Mellow,The Dreamer,"The first in a spellbinding contemporary fantasy trilogy, The Dreamer has been awarded a Silver for Best Fantasy/Sci-Fi from the eLit Book Awards, a Finalist Medal for Best Cover Design from The Next Generation Indie Book Awards and has appeared in globally distributed book subscription boxes such as the Sci-fi & Fantasy Book Box.It’s night. Always night. Dreams guard against the evil forged by nightmares. Infinite shooting stars illuminate a moonless sky. A city stands alone, surrounded by a darkened field. On its fringes, a man watches one star separate from the masses and fall. What survives the crash will unveil a secret centuries long hidden.Molly hasn’t slept well since the night of her twenty-fourth birthday. Being struck by lightning might have something to do with it, but then again, her chicken did look a little undercooked at dinner. Whatever the culprit, her life quickly catapults from mundane to insane as, night after night, Molly is transported through her once dreamless sleep to a mysterious land illuminated by shooting stars.There she meets the captivating but frustrating Dev, and together they discover Molly possesses a power coveted by his people—the ability to conjure almost anything she desires into existence. Seduced by the possibilities of this gift, Molly shifts her attention from waking life toward the man, the magic, and the world found in her dreams.But Molly must ask herself—does something truly exist if you only see it when you close your eyes?Faced with the threat of losing everything—her job, best friend, boyfriend, and most importantly, that little thing called her sanity—Molly will learn just how far she’ll go to uncover what is real and what is merely a figment of her imagination.",0
2341,L. Filloon,The Drifting,"“Welcome to Velesi, Princess.”It is Lily’s first day in the Velesi realm but not as the princess she was made to believe, but as a captive to a strange Lithi elf name Ziri – Tharin and Tolan’s mysterious brother. Who is he and why has he taken her? Or is he only a pawn in someone’s deadly game of chess?Tharin and Lily discover a prophecy involving the Unnamed Sidhe and a way back to Eirrell, the birthplace of the Thirteen Clans. However, before they can get to the doorway to Eirrell, Lily must first make it to the Day of the Seating to take her rightful place on the throne of the Willow Clan. Tharin must keep Lily safe until the Day of the Seating even if it means keeping the beautiful Sidhe warrior Kalis close to him. Will he be able to protect his naïve, but stubborn bride-to-be not just from Harlu but from his warrior mistress? He once again turns to his brother and cousin, to only find that Tolan has his own problems with his feisty Julia.Thank goodness for the future king of Velesi that he has Phoris, Alorn and Mellis to cover his royal back. Welcome to Velesi, a realm existing alongside our own with their own rules, their own players and their own way of life.",0
2342,Melissa Turner Lee,The Earth Painter,"When a self-conscious young woman discovers the boy in drama class is actually the immortal who painted the world into being, she becomes the target of another painter who hates humanity.The Earth Painter is a Young Adult Supernatural Romance set in the small mill town of Chesnee, SC. It revolves around Holly Scruggs, whose family has just moved back to Chesnee after her dad lost his job along with pretty much everything they owned. Her image conscious parents correct her to the point of brokenness until she meets Theo. He is the artist responsible for all the beauty of the land and he thinks Holly is beautiful too. Together they will fight against Fritz, the water painter who hates humans and is hiding a secret under the high school.",0
2343,Markelle Grabo,The Elf Girl,"The beginning of an incredible journey...At fifteen, Ramsey Wilder spends every day receiving numerous taunts and insults from those around her because of her strange, exotic looks. With her pale skin and striking features – not to mention the pointy ears – she struggles with self-confidence, often feeling out of place in her small home town of Wisconsin. One night, Ramsey nearly drowns from what she can only describe as a magical encounter, and when she meets a beautiful pair of siblings who happen to have the same physical features as she, Ramsey learns that she is far more different than she once realized. She is an elf. Whisked away to a magical Realm with unique beings like her, Ramsey finds herself placed with the duty of finding her long lost sister. Kidnapped by fairies in the middle of a dangerous war between fae and the elf kind, her sister is the key to a secret surrounding Ramsey’s past that could potentially affect the outcome of the war. Without her, Ramsey will never know why her parents sent her to live with the humans in the first place, or why threats far deadlier than the war itself seem to be waiting in the wings. Dangers lie waiting for Ramsey wherever she goes, and as she delves deeper into the world of fantasy, she learns that magic isn’t always wondrous and beautiful; it can be cruel and wicked. Surrounded by mystery, magic…and even a little romance, Ramsey sets out to save her sister, unveil her past, and discover herself.",0
2344,Laura Thalassa,The Emperor of Evening Stars,"
In the beginning, there was darkness.
Before he met Callie, before he became the Bargainer, there was Desmond Flynn, the bastard son of a scribe. A boy born to a weak mother, cursed with little magic, and destined to marry a slave.But fate had something else in mind.
Till darkness dies. 
From the barren caves of Arestys to the palace of Somnia to the streets of earth, this is how Desmond Flynn, a fairy who began with nothing, became the Emperor of Evening Stars.",0
2345,Allan Frewin Jones|Allan Frewin Jones,The Enchanted Quest,"Far from the Realm of Faerie, a quest to save immortality...A deadly plague is sweeping through Faerie, and no one is immune to its bite. Now, with the guidance of the Dream Weaver, Tania, Rathina, and a mortal ally, Connor, must head off to find the Divine Harper—the only one who can help Tania renew the Faerie Covenant of Immortality. Their quest will soon take them outside the borders of Faerie, to hostile and unwelcoming lands beyond.On their travels, Tania and her companions encounter danger at every turn as they battle pirates, contend with mysterious and mystical beings, and try to outwit those under the sinister grip of the Dark Arts. But when Tania's beloved Edric appears, it looks as if they have help at last. Or do they? As tensions and dangers rise, Tania is forced to question everything and everyone around her in order to decide if she is prepared to make the ultimate sacrifice to save her loved ones.",0
2346,Hannah Howell|Lynsay Sands,The Eternal Highlander,"Cathal MacNachton and Connall MacAdie are cousins bound by far more than blood ties and the rugged Highland landscape their clan calls home. The ancient curse of their ancestry has fated them to live by night with an unquenchable thirst that neither can tame. The only thing that can save their souls is marriage to Outsiders--mortals whose untainted blood will weaken the curse in their children and break the chains of fear that have made their clan a breed apart.Bridget Callan and Eva Caxton are the women who will shape the clan's destiny. Marriage to these strange and mysterious men will rescue each of them from desperate circumstances--and draw them into a web of danger, desire, and intrigue. . .",0
2347,Kirsten Miller,The Eternal Ones,"Haven Moore has always lived in the tiny town of Snope City, Tennessee. But for as long as she can remember, Haven has experienced visions of a past life as a girl named Constance, whose love for a boy called Ethan ended in a fiery tragedy. One day, the sight of notorious playboy Iain Morrow on television brings Haven to her knees. Haven flees to New York City to find Iain and there, she is swept up in an epic love affair that feels both deeply fated and terribly dangerous. Is Iain her beloved Ethan? Or is he her murderer in a past life? Haven asks the members of the powerful and dangerous Ouroboros Society to help her unlock the mysteries of reincarnation and discover the secrets hidden in her past lives, and loves, before all is lost and the cycle begins again. But what is the Ouroboros Society? And how can Haven know who to trust?",0
2348,Amy Huntley,The Everafter,"Madison Stanton doesn't know where she is or how she got there. But she does know this - she is dead. And alone in a vast, dark space. The only company Maddy has in this place are luminescent objects that turn out to be all the things she lost while she was alive. And soon she discovers that, with these artifacts, she can reexperience - and even change - moments from her life.Her first kiss.A trip to Disney World.Her sister's wedding.A disastrous sleepover.In reliving these moments, Maddy learns illuminating and frightening truths about her life - and death.",0
2349,Michelle Hodkin,The Evolution of Mara Dyer,"Mara Dyer knows she isn't crazy. She knows that she can kill with her mind, and that Noah can heal with his. Mara also knows that somehow, Jude is not a hallucination. He is alive. Unfortunately, convincing her family and doctors that she's not unstable and doesn't need to be hospitalised isn't easy. The only person who actually believes her is Noah. But being with Noah is dangerous and Mara is in constant fear that she might hurt him. She needs to learn how to control her power, and fast! Together, Mara and Noah must try and figure out exactly how Jude survived when the asylum collapsed, and how he knows so much about her strange ability...before anyone else ends up dead!",0
2350,Rachel  Morgan,The Faerie Guardian,"This a previously-published edition of ASIN B009S9DV9GEnter a hidden world of magic, mystery, danger and romance in this YA fantasy from Amazon bestselling author, Rachel Morgan...Protecting humans from dangerous magical creatures is all in a day’s work for a faerie training to be a guardian. Seventeen-year-old Violet Fairdale knows this better than anyone—she’s about to become the best guardian the Guild has seen in years. That is, until a cute human boy who can somehow see through her faerie glamor follows her into the Fae realm. Now she’s broken Guild Law, a crime that could lead to her expulsion.The last thing Vi wants to do is spend any more time with the boy who got her into this mess, but the Guild requires that she return Nate to his home and make him forget everything he’s discovered of the Fae realm. Easy, right? Not when you factor in evil faeries, long-lost family members, and inconvenient feelings of the romantic kind. Vi is about to find herself tangled up in a dangerous plot—and it’ll take all her training to get out alive.[This novel was originally published in four separate parts: Guardian, Labyrinth, Traitor and Masquerade. It includes bonus scenes at the end that were not published in the individual parts.]",0
2351,Allan Frewin Jones,The Faerie Path,"Swept away into a court of magic and beauty, she discovers she is Tania, the lost princess of Faerie: the youngest daughter of Oberon and Titania. Since Tania's mysterious disappearance on the eve of her wedding five hundred years before, Faerie has been sunk in darkness and gloom. The courtly Lord Gabriel Drake, who Tania was once to marry, has found her and brought her back.With Tania's return, Faerie comes alive again as a land of winged children, glittering balls, and fantastic delights. But Tania can't forget Anita's world, or the boy she loved there.Torn between two loves and between two worlds, Tania slowly comes to discover why she disappeared so long ago. She possesses a singular magical ability and she must use it to stop a sinister plan that threatens the entire world of Faerie.",0
2352,Rachel  Morgan,The Faerie Prince,"Packed with spine-tingling intrigue and swoonworthy romance, the plot thickens in this YA fantasy from Amazon bestselling author, Rachel Morgan...Guardian trainee Violet Fairdale is just weeks away from one of the most important occasions of her life: graduation. After messing up big time by bringing a human into the fae realm, Vi needs to step up her game and forget about Nate if she hopes to graduate as the top guardian of her year. Everything would be fine if she wasn’t forced to partner with Ryn, her ex-friend, ex-enemy, current ‘sort of friend’. They might be trying to patch up their relationship, but does she really want to spend a week undercover with him for their final assignment? On top of that, the possibly insane Unseelie Prince is still on the loose, free to ‘collect’ as many specially talented faeries as he can find—and Vi is still at the top of his list. Add in faerie queens, enchanted storms, complicated not-just-friends feelings, and a murder within the Guild itself, and graduation is about to become the least of Vi’s problems.",0
2353,Rachel  Morgan,The Faerie War,"This a previously-published edition of ASIN B00G04S19CDriven by action, suspense, and a strong heroine, this deliciously detailed, bestselling YA fantasy will keep you turning the pages right up until the epic conclusion...Violet Fairdale is in big trouble. Her home is gone, her beloved forest lies in ruins, the guy she gave her heart to has deserted her—and she doesn’t remember any of it. The powerful Lord Draven is taking over, brainwashing guardians into fighting for him. No one is safe from the evil spreading throughout the fae world.As alliances are forged between the remaining free fae, Vi struggles to reclaim her identity and figure out where she belongs in this new world. When someone from her past shows up, life gets even more complicated. He brings with him a long-forgotten weapon and an ancient prophecy that places Vi at the center of the fight against Draven. With the future of the fae world at stake, can Vi carry out the prophecy’s instructions before it’s too late?",0
2354,Jessica Sorensen,The Fallen Star,"For eighteen year-old Gemma, life has never been normal. Up until recently, she has been incapable of feeling emotion. And when she's around Alex, the gorgeous new guy at school, she can feel electricity that makes her skin buzz. Not to mention the monsters that haunt her nightmares have crossed over into real-life. But with Alex seeming to hate her and secrets popping up everywhere, Gemma's life is turning into a chaotic mess. Things that shouldn't be real suddenly seem to exist. And as her world falls apart, figuring out the secrets of her past becomes a matter of life and death.",0
2355,Lola St. Vil,The Fallout,"Just because she has wings, doesn’t mean she’s an Angel…It's front page news on every Angel gossip rag:“Marcus & Ameana: Gone The Way Of “Brad & Jennifer.”So, Who Is The “Angelina?” Emmy Baxter—a mere mortal!”Ameana tries to avoid her ex and his new love by focusingon the other evil out to destroy the team. But soon her painturns to fury.And before the end…a girl plots revenge, a leader is on the edge and an Angel falls.",0
2356,Laura Whitcomb,The Fetch,"Calder is a Fetch, a death escort, the first of his kind to step from Heaven back to Earth.The first to fall in love with a mortal girl. But when he climbs backwards out of that Death Scene, into the chaos of the Russian Revolution, he tears a wound in the ghost realm, where the spirits begin a revolution of their own.",0
2357,Karen Marie Moning,The Fever Series,"In the blockbuster Fever series, Karen Marie Moning creates a darkly erotic and paranormal world, torn apart by the struggle between humans and Fae. Now in a convenient eBook bundle, here are the five thrillingly sexy novels featuring heroine MacKayla Lane: Darkfever, Bloodfever, Faefever, Dreamfever, and Shadowfever.  Darkfever  When her sister is murdered, MacKayla Lane journeys to Ireland in search of answers. There, she makes a startling discovery: She’s a sidhe-seer, which gives her the rare power to glimpse beyond the realm of Man, and into the dangerous realm of the Fae. As the boundary between the worlds begins to crumble, Mac becomes a target. But her mission is clear: Find the Sinsar Dubh, an ancient book that contains the key to controlling mortals and Fae alike, before the enemy seizes it.  Bloodfever  In her fight to stay alive, Mac must hunt the Sinsar Dubh—a book of the blackest magic imaginable. Pursued by assassins and surrounded by mysterious figures she knows she cannot trust, Mac finds herself torn between two powerful men: V’lane, the ancient, immortal Fae Prince, and Jericho Barrons, a man as seductive as he is dangerous. Faefever  When Mac receives a page torn from her sister’s journal, she is stunned by its desperate contents. Now that Mac knows her sister’s killer is close, she’s on the hunt for revenge. Forced into a precarious alliance with V’lane, the lethal Fae prince, and Jericho Barrons, a man of deadly secrets, Mac is soon locked in a battle for her body, mind, and soul. Dreamfever  When the walls between Man and Fae come crashing down, Mac is caught in a lethal trap. Captured by the Fae Lord Master, she is left with no memory of who or what she is: the only sidhe-seer alive who can track the Sinsar Dubh. Clawing her way back from oblivion is only the first step Mac must take down a perilous path, from the battle-filled streets of Dublin into the realm of the Fae, where nothing is as it seems. Shadowfever   In an epic battle between humans and Fae, the Sinsar Dubh turns on Mac, and begins to mow a deadly path through those she loves. Who can she trust? But more important, who is Mac? Does an ancient prophecy reveal her destiny? Mac’s journey will force her to face the truth, and to make a choice that will either save the world . . . or destroy it.  Includes an electrifying excerpt from Karen Marie Moning’s new novel, Iced.",0
2358,Richelle Mead,The Fiery Heart,"Sydney Sage is an Alchemist, one of a group of humans who dabble in magic and serve to bridge the wolds of humans and vampires. They protect vampire secrets - and human lives. In The Indigo Spell, Sydney was torn between the Alchemist way of life and what her heart and gut were telling her to do. And in one breathtaking moment that Richelle Mead fans will never forget, she made a decision that shocked even her... But the struggle isn't over for Sydney. As she navigates the aftermath of her life-changing decision, she still finds herself pulled in too many directions at once. Her sister Zoe has arrived, and while Sydney longs to grow closer to her, there's still so much she must keep secret. Working with Marcus has changed the way she views the Alchemists, and Sydney must tread a careful path as she harnesses her profound magical ability to undermine the way of life she was raised to defend. Consumed by passion and vengeance, Sydney struggles to keep her secret life under wraps as the threat of exposure — and re-education — looms larger than ever. Pulses will race throughout this smoldering fourth installment in the New York Times bestselling Bloodlines series, where no secret is safe.",0
2359,Becca Andre,The Final Formula,"To a master alchemist like Addie, impossible is just another word for challenge. When a fiery explosion destroys the Alchemica, the premier alchemy institute in the United States, she’s left with nothing. No home, no colleagues, and no memory. Learning what happened seems impossible, but she still has one strength. She hasn’t forgotten a thing a about alchemy.",0
2360,Nicky Charles,The Finding,"""She discovered a dark secret, witnessed a murder and fled into the night fearing for her life. Three years later, Cassie is still hiding from her past, haunted by a dream lover and fighting to control a terrifying beast that seems to grow stronger each day. When Bryan, pack Beta, appears to claim her, Cassie is forced to face the truth of her existence. Innocence, betrayal, greed and love collide with ancient werewolf laws in... The Finding. Third book in The Law of the Lycans series by Nicky Charles. Adult-content rating: This book contains content considered unsuitable for young readers 17 and under, and which may be offensive to some readers of all ages.""",0
2361,Marjorie M. Liu,The Fire King,"Long ago, shape-shifters were plentiful, soaring through the sky as crows, racing across African veldts as cheetahs, raging furious as dragons atop the Himalayas. Like gods, they reigned supreme. But even gods have laws, and those laws, when broken, destroy.Zoufalství. Epätoivo. Asa.  Three words in three very different languages, and yet Soria understands. Like all members of Dirk & Steele, she has a gift, and hers is communication: That was why she was chosen to address the stranger. Strong as a lion, quick as a serpent, Karr is his name, and in his day he was King. But he is a son of strife; a creature of tragedy. As fire consumed all he loved, so an icy sleep has been his atonement. Now against his will, he has awoken.Zoufalství. Epätoivo. Asa.  In English, the word is despair. But Soria knows the words for love.",0
2362,Kathryne Kennedy,The Fire Lord's Lover,"In a magical land ruled by ruthless Elven lords, the Fire Lord's son, Dominic Raikes, plays a deadly game to conceal his growing might from his malevolent father—until his arranged bride awakens in him passions he thought he had buried forever.Lady Cassandra has been raised in outward purity and innocence, while secretly being trained as an assassin. Her mission is to bring down the Elven Lord and his champion son. But when she gets to court, she discovers that nothing is what it seems, least of all the man she married.But beneath the gilded castles lies an unspeakable evil, greater than either Dominic or Cassandra had ever fathomed, and without each other they may not survive.",0
2363,Racquel Kechagias,The Fire Within,"In a small kingdom, a place not marked on the maps and barely recalled by any living person, resides a cursed young woman named Anna VanDyken. Not many know of the curse that lies in wait for the moment he will come to possess her and thrust her into a new reality.Thrown into a world so unlike her own, filled with creatures that only exist in the darkest of dreams there is no chance to escape and nowhere to run to. A countdown has started on her life, and the lives of her friends. Will she have enough time to save them all, or will they all fall into chaos? With the threat of war hovering above her head, and a curse that burns in her veins, will she live to be able to tell the tale?",0
2364,Susanna Kearsley,The Firebird,"Whoever dares to seek the Firebird may find the journey — and its ending — unexpected.Nicola Marter was born with a gift. When she touches an object, she sometimes sees images; glimpses of those who have owned it before. It’s never been a gift she wants, and she keeps it a secret from most people, including her practical boss Sebastian, one of London’s premier dealers in Russian art.But when a woman offers Sebastian a small wooden carving for sale, claiming it belonged to Russia’s first Empress Catherine, it’s a problem. There’s no proof. Sebastian believes that the plain carving — known as “The Firebird” — is worthless. But Nicola’s held it, and she knows the woman is telling the truth, and is in desperate need of the money the sale of the heirloom could bring.Compelled to help, Nicola turns to a man she once left, and still loves: Rob McMorran, whose own psychic gifts are far greater than hers. With Rob to help her “see” the past, she follows a young girl named Anna from Scotland to Belgium and on into Russia. There, in St. Petersburg — the once-glittering capital of Peter the Great’s Russia — Nicola and Rob unearth a tale of love and sacrifice, of courage and redemption…an old story that seems personal and small, perhaps, against the greater backdrops of the Jacobite and Russian courts, but one that will forever change their lives.",0
2365,Kay Hooper,The First Prophet,"Within the FBI, there exists a team of psychics whose powers cannot be denied. But these agents are feared—by a cabal of conspirators with only one weapon: to blind the psychics to the evils all around them.Months ago Sarah Gallagher woke from a coma with psychic abilities she couldn’t control. They changed her life and cost her the man she loved. And now, someone is playing games with Sarah’s mind.It begins with Sarah’s home being destroyed by fire—an act of arson that draws novelist Tucker Mackenzie into Sarah’s confidence. But he has other reasons for pursuing a woman who can see what others can’t. So does a mysterious enemy intent on eliminating Sarah, and everyone she cares about. Because it’s only a matter of time before her visions lead her and Tucker to a secret many will kill to hide. Only then will they begin to discover the scope of a terrifying conspiracy so deep and complex they can trust almost no one.",0
